Name,SMILES,logPI,method.logPI,pH,Name,nG,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sI,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,CCCC,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,OCNN,OSCC,NCSO,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd
75,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,-2.18,Shake flask,7.4,1923,0,11.70018823,31.97876445,-0.380224678,0.437101475,4.241133561,10.86060198,0.125,-1.191,214.2430009,0,3,1.68,13,9,14,0,24,-1.3624,1.85613376,56.0187,0,1,1,1,1,0,0,1,0,0.45617383,68,325,17,27.02095876,1.930068483,15.73641758,7.154618245,5.325075637,4.807354922,97.64,1,0.5,0,0.894427191,1.144714243,0,3.301927249,6.294690381,0,0.965489385,0,0,0.595275394,0,0,0,0.166666667,0,0,0,0,1,0,0,0,0,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,12.07142857,4.68,3.96,0.125,394.06,0.428571429,170,10.76758471,6.392865416,6.713223882,3.876236065,2.930842913,2.009856211,1.344723198,0.85069838,7.723486279,4.1845068,3.140197414,1.735090372,1.059829483,0.625857893,0.323177048,0.166608367,2.504110244,3.081097043,3.106748323,0.674321729,0.662821331,0.567229076,2.122735407,0.288675135,0.433012702,0.144337567,0.541529133,0.029444386,0.065082204,0.009814795,0,0,0,0.083333333,0.100592232,0,0,0,0.027777778,0.030888613,0,0,1,6,0,1,0,0,0,891.5233887,985.1733831,1329.186123,1122.76146,806.9641429,23.17112075,23.56049522,27.4354279,22.66475803,18.16088287,0.330337597,-0.159705196,0.020065327,-0.005326007,-0.007356772,2,5,18.36607,28.25393,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.0177,2.6847,3.7117,-0.179804015,-17.84242352,-16.39512428
76,CC(C)NC(CO)C(C1=CC=CC=C1)O,-2.15,Shake flask,6.2,2151,0,11.69405206,15.99901245,-0.420821656,0.286297424,4.673734753,9.604459213,0.5,0.521,209.2852181,0,5,2.45,6,9,15,1,34,0.6062,0.36747844,64.5358,0,1,1,1,1,0,0,1,0,0.25097831,68,380,19,29.1975572,1.946503813,7.90458911,5.000399848,2.904189263,4.906890596,52.49,1,0.5,0.5,1.937491561,2.874432896,0,6.409925916,8.234726661,0,3.14734519,0,0,0.25,0,0,0,0,0,0,0,0,2,0,1,0,0,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13.06666667,6.55401662,4.165289256,0.5,946.03,0.4,183,11.25914855,7.147065708,6.055083909,4.435501356,3.403451129,2.489184555,1.010065337,0.630890716,9.220336126,5.247417824,3.965955376,2.266328954,1.554371863,0.908677739,0.35852132,0.185609037,1.804410709,2.69204788,3.559883313,0.784781408,1.038796985,1.08100254,0.934031714,0,0.19245009,0,0.577286909,0,0.051197514,0,0,0,0,0.102062073,0.058925565,0,0,0,0.032075015,0.018518519,0,0,0,5,1,3,3,0,0,839.2032733,920.6824137,1147.542915,1103.634435,942.6632727,16.90891837,15.99654782,20.66100366,21.60147304,20.76729279,0.245894825,-0.072205551,-0.106523276,0.041992153,0.029601151,3,3,21.430933,36.493067,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6672,2.4076,2.9553,1.648876673,-14.98238528,-13.3335086
77,CC(CC1=CC=C(C=C1)F)NC,-0.86,Shake flask,7.4,703,0,11.6938771,19.00013631,-0.380649793,0.32534308,3.998682632,8.920881675,0.4,1.017,167.2236359,0,3,2.34,6,9,12,1,26,1.5098,2.27949604,52.7452,0,1,1,1,1,0,0,1,0,0.071988068,54,216,13,23.38873771,1.949061476,5.209295725,0,2.693930674,4.584962501,12.03,1,0.5,0.333333333,2.325704991,1.894848512,0,4.883593419,8.161846599,0,0.965489385,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.08333333,4.888888889,3.515625,0.4,544.02,0.5,142,8.974691495,5.719545353,4.875019924,3.568054159,2.30051977,1.912225138,0.91580008,0.560840662,7.4718226,4.138176526,3.020313031,1.947945022,1.076104637,0.705637894,0.295386126,0.154202554,1.270116357,1.418988624,1.852147363,0.58304966,0.565235462,0.583066657,0.781474414,0,0,0,0.384969354,0,0,0,0,0,0,0.083333333,0.142258898,0,0,0,0.027777778,0.030140868,0,0,0,5,1,1,2,0,0,600.5252478,644.5866745,778.1937752,658.2097255,449.0204725,13.86202444,12.91414898,16.49593409,14.32975216,9.914148978,0.131069389,-0.056680108,-0.019411313,0.0109827,0.013463998,1,1,17.167898,28.592102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5434,0.5031,1.6294,0.790391969,-8.280975143,-7.490583174
78,CC(CC1=CC=C(C=C1)N)NC,-4,Shake flask,7.4,720,0,11.69337419,14.01436547,-0.38132673,0.2791641,5.354316048,9.068329427,0.4,0.409,164.2478174,0,3,2.34,7,9,12,1,28,0.4033,0.16265089,56.1672,0,1,1,1,1,0,0,1,0,0.231826524,54,216,13,23.38873771,1.949061476,5.209295725,0,5.209295725,4.584962501,38.05,1,0.5,0.333333333,2.325704991,1.894848512,0,4.883593419,8.161846599,0,0.965489385,0,0,0,0,0,0,0.142857143,0,0,0,0,2,0,1,0,0,4,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08333333,4.888888889,3.515625,0.4,652.02,0.5,142,8.974691495,5.719545353,4.875019924,3.568054159,2.30051977,1.912225138,0.91580008,0.560840662,7.671208396,4.237869424,3.135428474,2.014406954,1.109335603,0.748321643,0.3200296,0.174552282,1.270116357,1.418988624,1.852147363,0.621421474,0.595498358,0.632353604,0.781474414,0,0,0,0.41820032,0,0,0,0,0,0,0.083333333,0.142258898,0,0,0,0.027777778,0.035679363,0,0,0,5,1,1,2,0,0,663.5239917,711.456085,864.075225,729.8354625,494.1043145,12.7199606,12.4985458,15.66472773,13.4985458,9.4985458,0.082937143,-0.041285839,-0.009997828,0.010675927,0.006286881,2,2,17.491312,30.468688,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8046,1.5518,2.2019,0.566586998,-9.433173996,-8.866586998
79,C1OC2=C(O1)C=C(C(=C2)C(=O)O)N,-2.5,Shake flask,1.6,954,0,11.6932031,16.01044552,-0.376222412,0.425978331,4.231534764,8.822335136,0.125,0.425,181.1457954,0,1,1.79,12,7,14,0,20,-1.425,2.030625,46.6323,1,2,1,1,1,0,1,1,0,0.451729595,68,228,18,26.11682511,2.008986547,13.51385351,10.96295538,2.550898136,4.807354922,81.78,1,0.5,0,0,0,0,1,7.532338781,0,5.085675265,0,0,0.5,0.730296743,0.5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,9.551020408,3.63,1.775147929,0.125,285.05,0.692307692,131,9.422285252,6.18154055,5.807622922,4.653152473,3.897693818,2.62457516,1.848653695,1.153602825,6.611116056,3.606705176,2.59787244,1.775147133,1.142907063,0.652959002,0.340021351,0.158127466,2.34958217,3.568826016,4.243598644,0.620188114,0.724536574,0.687423947,1.038451691,0,0.315641142,0,0.318996794,0,0.051121307,0,0,0,0.11785113,0.222222222,0.321348601,0,0,0.029462783,0.054854024,0.066286416,0,0,1,5,1,0,0,0,0,622.4769601,729.1482635,1019.741266,871.8233631,572.631178,16.45785644,16.1587338,23.8738538,21.15528162,18.15121056,0.517877686,-0.329574053,0.130232611,-0.067427822,-0.063465128,2,5,11.782449,23.055551,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4243,3.104,3.6582,-1.945554493,-18.07246654,-17.96510516
80,CCOC1=CC=C(C=C1)C(=O)O,-1.7,Shake flask,5.5,ACS0393,0,11.69440917,16.01001348,-0.40068669,0.414609436,4.06681371,8.145667229,0.222222222,1.012,166.1742454,0,3,2.12,10,9,12,0,22,0.8182,0.66945124,48.3465,1,1,1,1,1,0,0,1,0,0.280194875,54,215,14,23.41506752,1.951255627,7.750027945,7.750027945,0,4.584962501,46.53,1,0.5,0,1.508544084,0.598408481,0,4.251415002,7.473424937,0,1.310370697,0,0,0.5,0.333333333,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10.08333333,4.888888889,3.114186851,0.222222222,352.03,0.5,140,8.974691495,5.736382105,4.813497668,3.531144005,2.551822097,1.779074174,1.139150071,0.682309688,6.780218034,3.699004209,2.262542661,1.412271085,0.860404608,0.503709648,0.220666633,0.112213591,1.473452816,1.641344403,1.642895592,0.346898106,0.354268438,0.297474674,0.704124145,0,0.166666667,0,0.197018262,0,0.015214515,0,0,0,0,0.083333333,0.107038088,0,0,0,0.027777778,0.025229119,0,0,1,5,1,2,0,0,0,525.7205393,570.8045628,702.7459172,617.5873485,390.17292,14.32340711,13.32836791,17.43492892,15.99255186,11.66045989,0.339273158,-0.177502053,0.006728346,0.021869548,-0.007287337,1,3,13.80607,24.91393,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9676,1.0721,2.3322,-0.475334608,-12.51828394,-12.99364245
81,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,-2.02,Shake flask,2.35,BAS85763,0,11.6940914,16.01221291,-0.380672812,0.419494496,4.087598636,8.632413281,0,0.807,258.2267347,0,4,2.45,19,13,20,0,29,0.8883,0.78907689,74.1845,2,2,2,2,2,0,0,2,0,0.324855969,94,816,26,38.02574649,2.001355079,12.80411996,12.80411996,0,5.321928095,83.83,1,0.5,0,0,0,0,8.691901918,15.67973627,0,3.639797806,0,0,0.908560296,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,15.39,7.135802469,4.5,0,558.05,0.684210526,364,13.82806265,9.058550648,8.285347327,6.335107826,4.652606386,3.58629694,2.487001828,1.6018059,9.737974216,5.406444587,3.761121991,2.438235963,1.467191321,0.943920383,0.438672886,0.229315078,2.893932759,3.252432047,3.60032307,0.665612548,0.658335561,0.614989385,1.40824829,0,0.333333333,0,0.394036523,0,0.030429031,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.050458238,0,0,2,10,2,0,0,0,0,966.5463244,1095.464102,1434.998214,1337.041914,1001.584942,22.87234518,21.99255186,31.20567389,29.98510373,23.32091977,0.509809559,-0.265752063,0.021229677,0.034614591,-0.010891089,2,5,14.76407,35.31793,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.3306,2.2968,3.6596,-2.572203633,-19.73114245,-22.30334608
82,C1C(=O)NC2=CC=CC=C2O1,0.34,Shake flask,8,Benzoxazinone,0,11.69987564,16.00619973,-0.391446423,0.368786628,4.218537665,8.530552755,0.125,0.097,149.1469855,0,0,2.01,10,7,12,0,18,-0.3711,0.13771521,44.184,0,2,1,1,1,0,0,2,0,0.257166032,56,144,14,22.50972442,2.046338584,8.651475541,5.599683037,3.051792504,4.584962501,38.33,1,0.5,0,0,0,0,4.508797714,6.631975708,0,1.650963624,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.638888889,3.1640625,1.6,0.125,251.03,0.909090909,108,7.681798276,5.360173345,4.722840606,3.801871697,3.108068805,2.609602715,1.437044285,0.81192906,5.833004439,3.377827085,2.333010887,1.519914718,1.025361084,0.681234532,0.28106693,0.134006183,1.291973768,1.954251771,2.7110646,0.353598513,0.455442232,0.48683145,0.622008468,0,0.083333333,0,0.203263132,0,0.017010345,0,0,0,0,0.151374715,0.282117557,0,0,0,0.045819974,0.053428148,0,0,1,6,0,1,0,0,0,537.5599435,612.9990159,809.2461551,679.8413748,344.5379613,12.90891837,13.3286398,18.38037531,16.65657043,9.162457865,0.335593308,-0.151194808,-0.141710023,0.15525486,-0.023068638,1,3,11.186449,21.451551,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9434,0.9617,2.1227,-1.796343212,-10.58090344,-11.42853728
83,CC(C)NCC(COC1=CC2=C(C=C1)OCC(=O)N2)O,-2.8,Shake flask,7.4,6-ipr-benzox.,0,11.69949656,16.00673491,-0.416455821,0.372312922,4.274456236,8.968673241,0.5,0.162,280.3201438,0,6,2.34,11,13,21,1,40,-1.0513,1.10523169,78.6806,0,2,1,1,1,0,0,2,0,0.284926617,98,947,26,40.06450621,2.00322531,17.15246736,11.20902481,5.943442559,5.392317423,79.82,1,0.5,0.5,1.750782034,2.181301552,0,4.200304796,11.53882495,0,3.727383309,0,0,0.111111111,0.877382675,0.2,0,0,0,0.125,0,0,2,0,3,0,0,3,2,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,16.37188209,7.852040816,5.37890625,0.5,1301.06,0.5,393,14.53516943,9.541713896,8.771180593,6.288360767,4.770517388,4.243231756,2.638991197,1.681559122,11.68003016,6.652934501,5.022593771,2.787993886,1.775098033,1.268757276,0.590700357,0.326890963,2.373797373,3.066824184,4.517545738,0.790811657,0.814134432,0.954292859,1.523056038,0,0.083333333,0,0.689079094,0,0.017010345,0,0,0,0,0.136082763,0.308603994,0,0,0,0.042098457,0.059869015,0,0,1,6,0,5,2,0,0,1050.73773,1174.549098,1521.290516,1415.969933,1116.593848,23.81783674,23.6572796,32.53938099,31.14695893,24.26565699,0.644647286,-0.255671725,-0.285348604,0.199854089,0.081414477,3,6,27.97414,43.38386,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7581,2.3831,4.8144,0.218833652,-23.51419694,-22.26484226
84,CC(C)(C)NCC(COC1=CC2=C(C=C1)OCC(=O)N2)O,-2.6,Shake flask,7.4,6-tbut-benzox.,0,11.69949656,16.00673563,-0.416458561,0.372380677,4.275074861,8.973820664,0.533333333,0.579,294.3467612,0,6,2.45,11,13,22,1,43,-0.8463,0.71622369,83.3182,0,2,1,1,1,0,0,2,0,0.27135081,106,1084,27,41.83490098,1.992138142,17.15738533,11.20970606,5.947679277,5.459431619,79.82,1,0.5,1.5,2.626173051,1.938798227,3,4.200304796,10.84953472,1.051614245,3.193226288,0.752400376,0,0.111111111,0.877382675,0.2,0,0,0,0.125,0,0,3,0,3,0,0,3,1,0,1,3,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,17.3553719,7.513007284,5.950413223,0.533333333,1516.06,0.476190476,416,15.45781916,9.832318457,9.89931878,6.438681399,4.832078599,4.402230532,2.682385026,1.70121826,12.60267989,6.959558828,6.090545783,2.894286624,1.82735636,1.345560436,0.608768369,0.334432936,2.835122238,3.567381161,5.175883836,1.117017598,1.174253277,1.294004587,2.67546792,0.353553391,0.083333333,0,1.650403959,0.25,0.017010345,0,0,0,0,0.136082763,0.308603994,0,0,0,0.042098457,0.059869015,0,0,1,6,0,6,1,1,0,1146.864085,1286.777844,1705.539044,1508.344111,1210.368948,24.81783674,24.6572796,35.70556292,32.14695893,25.26565699,0.643662242,-0.252650875,-0.289990639,0.19909166,0.08528626,3,6,30.160554,46.477446,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9154,2.3216,4.8778,0.488001912,-23.81180688,-22.28458413
85,CC(C)NCC(CN1C(=O)COC2=CC=CC=C21)O,-2.8,Shake flask,7.4,N-ipr-benzox.,0,11.69986304,16.00639981,-0.417286482,0.373129379,4.875351022,10.08566093,0.5,0.064,264.3207388,0,5,2.45,10,11,20,1,39,-0.3468,0.12027024,76.9338,0,2,1,1,1,0,0,2,0,0.233960288,94,732,27,38.05805899,2.003055736,14.53758934,8.183202961,6.354386382,5.321928095,61.8,1,0.5,0.5,2.016468436,2.29578275,0,6.701424463,11.41335436,0,3.010942385,0,0,0.2,0.471404521,0,0,0,0,0,0.25,0,2,0,3,0,0,4,2,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,15.39,7.135802469,4.231404959,0.5,1258.05,0.526315789,310,13.82806265,9.0753874,8.238951175,6.152866331,4.878867927,4.360361003,2.506312068,1.697389905,11.29634573,6.512892981,4.977516058,2.963299639,2.001166027,1.454081929,0.689579348,0.420016473,2.527795772,3.735947453,5.891032155,0.964538423,1.159792543,1.453481385,1.371457879,0,0.219821982,0,0.684856531,0,0.060858062,0,0,0,0,0.138888889,0.280444773,0,0,0,0.043915208,0.060395695,0,0,1,6,0,5,2,0,0,1107.901795,1260.441689,1678.173657,1662.626282,1388.939684,22.04336771,22.15927757,30.70928699,31.42794947,27.18289805,0.513205574,-0.228278064,-0.219556654,0.299683801,-0.033241593,2,5,27.37814,42.58186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6115,1.4533,3.9382,0.291108987,-19.18183556,-15.82373327
86,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,-1.8,Shake flask,5.5,Celiprolol,0,11.69274733,16.00773173,-0.416702041,0.386950149,4.804503558,9.901207694,0.6,1.3,379.4944921,0,12,2.89,13,16,27,1,60,0.2028,0.04112784,110.6,0,1,1,1,1,0,0,1,0,0.239685415,128,2154,37,52.40149783,1.940796216,19.67952333,10.54817435,9.131348976,5.754887502,90.9,0.875,0.466666667,1.89705136,6.55386615,5.696480101,1.726108748,4.696070771,12.46087558,1.044868541,4.878761561,0.880985234,0,0.380530286,0.685006711,0,0,0,0,0.111111111,0.426401433,0,6,0,4,0,0,3,1,0,2,3,0,1,0,0,2,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,25.03703704,11.86997809,9.36,0.6,2898.07,0.222222222,607,20.6125197,12.56789922,11.91844881,7.989012797,5.882032891,4.340375915,2.695160775,1.97412407,17.25700026,9.337606195,7.465296065,3.960022989,2.390980987,1.445601652,0.715011203,0.411572328,4.046669168,5.300502578,6.525310514,1.649526671,1.759515445,1.666621786,3.091911142,0.353553391,0.321975275,0,1.853036145,0.25,0.069294901,0,0,0,0,0.068041382,0.135508755,0,0,0,0.024056261,0.033877189,0,0,0,6,1,10,1,1,0,1576.733363,1746.046271,2275.382016,2245.497659,2085.144677,31.17781705,29.82373342,42.1210028,42.31385003,41.645942,0.664385387,-0.339060097,-0.002520338,-0.052892928,0.133067236,3,7,43.207831,63.712169,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.6421,2.0724,5.9765,2.466849904,-28.76594168,-24.33981836
87,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,0.59,Shake flask,5.5,nor-Fluoxetine,0,11.69404654,19.0055959,-0.394461625,0.500852961,3.488626552,10.04801939,0.25,2.713,295.3001442,0,6,2.67,7,12,22,1,37,2.1865,4.78078225,84.0504,0,2,2,2,2,0,0,2,0,0.119443586,104,1006,29,41.93877317,1.997084437,12.72727108,3.135595373,2.451025186,5.459431619,35.25,0.833333333,0.454545455,0,0,0,0,14.7685477,14.80455053,2.052950826,2.102578845,1.111047614,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,17.3553719,8.022222222,5.289795918,0.25,1024.05,0.666666667,377,15.29468245,10.00334986,9.266221918,6.683543502,5.214694202,4.048708571,2.651064345,1.738220359,11.30720823,6.593995638,4.616663408,3.060197653,1.99944943,1.309589437,0.644998429,0.353886037,3.18959094,4.189535585,4.878664732,0.847538688,0.997972753,1.027063276,2.04782045,0.288675135,0.516346035,0.144337567,0.465073413,0.013498731,0.063492063,0.004499577,0,0,0,0.185395406,0.159517797,0,0,0,0.059852793,0.043747638,0,0,0,10,2,2,2,0,0,1114.50879,1260.377316,1645.378459,1628.451702,1412.960408,26.64058175,24.57572122,37.74603759,34.31735249,31.20663013,0.434741129,-0.250362174,0.043397825,-0.024548573,0.048590982,1,2,22.356312,42.401688,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6926,1.2085,3.1449,-0.20917782,-16.82836998,-14.34858987
88,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,0.99,Shake flask,5.5,Promethazine,0,11.6993533,31.97307371,-0.396255625,0.324569528,6.147253586,12.0663237,0.294117647,2.551,284.4208167,0,3,3,13,9,22,1,40,2.2419,5.02611561,98.0479,0,3,3,1,1,0,0,3,0,0.111848351,106,744,33,41.06898895,2.053449448,9.72243806,0,6.534505693,5.459431619,31.78,1,0.5,1.144714243,4.526295644,3.703260466,0,10.90258509,15.40469381,0,4.251415002,0,0,0,0,0,0,0,0,0,0,0.333333333,3,0,1,0,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,14.91735537,6.405827263,3.12244898,0.294117647,1384.03,0.7,276,14.1125197,9.664703798,8.773342584,7.4231498,5.942727836,5.35469452,3.854898275,2.88574621,13.02243127,7.781111412,6.544526509,4.990630707,3.501116862,2.787636307,1.887086573,1.234405131,3.387915128,4.697677829,7.478922487,2.309719452,2.679763915,3.764084716,1.310617218,0,0.482896135,0,1.002482853,0,0.319504825,0,0,0,0,0.212027588,0.37445125,0,0,0,0.089788215,0.196149669,0,0,0,12,0,2,1,0,0,1767.255372,2106.334865,3012.644211,3159.612687,2657.23698,26.84771364,26.33666201,38.84241435,42.98348606,35.00644721,0.172241378,-0.105069105,-0.04344902,0.114865084,-0.061992401,0,2,28.10414,48.35586,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8744,0,1.9047,-1.289746654,-8.817853728,-8.983413002
89,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,-0.09,Shake flask,5,Aprindine,0,11.68915521,14.0194253,-0.388223067,0.284801112,5.565877488,11.48540007,0.454545455,3.917,322.4878188,0,8,3.66,7,12,26,1,54,3.575,12.780625,112.6814,0,3,2,2,2,0,1,2,0,0.020109179,120,1395,34,49.08444855,2.045185356,6.782963125,0,6.782963125,5.700439718,6.48,0.833333333,0.454545455,0.25,5.028848483,1.007905261,0,26.88246378,18.82924335,0,2.672696154,0,0,0,0,0,0,0,0,0,0,0.25,2,0,7,0,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18.78106509,9.629757785,5.019259259,0.454545455,2584.02,0.666666667,449,16.77781011,11.81319305,9.711470889,8.442852389,6.886382538,5.223387859,3.46844576,2.76390225,15.11767735,9.422567548,6.740161709,5.325860959,3.902480331,2.504132416,1.521753156,1.086044081,2.789572653,4.454144187,5.466648059,1.691720878,2.422459956,2.50209002,1.006873575,0,0.219416097,0,0.657160165,0,0.117739244,0,0,0,0.096225045,0.377033725,0.471040408,0,0,0.072168784,0.175460987,0.20202388,0,0,0,10,2,6,4,0,0,1724.188373,1983.345584,2674.855059,2627.447017,2410.321796,24.7199606,26.9970916,35.32945547,34.9970916,31.8585261,0.173497127,-0.092497398,-0.027135621,-0.001504365,0.092206835,0,2,36.75621,60.92379,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.599,0,1.7487,-0.325884321,-8.248183556,-8.574091778
90,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,-0.75,Shake flask,5,Flecainide,0,11.69397513,19.00870461,-0.39145722,0.501042866,3.023382964,10.0002796,0.588235294,3.984,414.3433658,0,10,2.12,11,14,29,1,48,2.138,4.571044,92.3969,0,2,1,2,1,0,0,2,0,0.1438893,140,2232,36,55.40980974,1.978921777,28.89247151,8.644749414,6.076888973,5.857980995,59.59,0.857142857,0.461538462,0,0,0,0,9.647706021,14.07510816,3.31342394,3.87917614,1.929288272,0.111111111,0,0.447213595,0.2,0,0,0,0.333333333,0,0,0,0,7,0,0,3,1,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,24.27110583,10.85782272,9.580498866,0.588235294,1645.11,0.535714286,584,20.78624628,13.03360662,13.36035281,8.210321137,6.120611778,5.364187312,3.407731542,2.430380657,14.75168025,8.581035274,6.322525628,3.910882329,2.636273497,1.875630344,0.900895562,0.520908608,3.762058817,4.75331879,6.405377394,0.924422306,1.10700473,1.223105255,4.068020325,0.707106781,0.164266427,0,0.751545022,0.038180177,0.031741737,0,0,0,0,0.170103454,0.207677539,0,0,0,0.096225045,0.082701022,0,0,1,5,1,6,4,0,0,1315.506336,1498.819256,1981.919922,1956.705647,1756.926478,40.05563254,34.81589829,57.21199061,46.32394339,41.64210283,1.129441718,-0.54946555,-0.308418286,0.344434927,-0.040407973,2,5,35.19214,51.20386,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.5287,1.7474,5.9966,2.010062141,-31.49285373,-22.00458891
